code,code_name,code_short
sh.688037,芯源微,688037
sh.688038,中科通达,688038
sh.688039,当虹科技,688039
sh.688041,海光信息,688041
sh.688045,必易微,688045
sh.688046,药康生物,688046
sh.688047,龙芯中科,688047
sh.688048,长光华芯,688048
sh.688049,炬芯科技,688049
sh.688050,爱博医疗,688050
sh.688051,佳华科技,688051
sh.688052,纳芯微,688052
sh.688053,ST思科瑞,688053
sh.688055,龙腾光电,688055
sh.688056,莱伯泰科,688056
sh.688057,金达莱,688057
sh.688058,宝兰德,688058
sh.688059,华锐精密,688059
sh.688060,云涌科技,688060
sh.688061,灿瑞科技,688061
sh.688062,迈威生物,688062
sh.688063,派能科技,688063
sh.688065,凯赛生物,688065
sh.688066,*ST航图,688066
sh.688067,爱威科技,688067
sh.688068,热景生物,688068
sh.688069,德林海,688069
sh.688070,纵横股份,688070
sh.688071,华依科技,688071
sh.688072,拓荆科技,688072
sh.688073,毕得医药,688073
sh.688075,安旭生物,688075
sh.688076,ST诺泰,688076
sh.688077,大地熊,688077
sh.688078,龙软科技,688078
sh.688079,美迪凯,688079
sh.688080,映翰通,688080
sh.688081,兴图新科,688081
sh.688082,盛美上海,688082
sh.688083,中望软件,688083
sh.688084,晶品特装,688084
sh.688085,三友医疗,688085
sh.688086,退市紫晶,688086
sh.688087,英科再生,688087
sh.688088,虹软科技,688088
sh.688089,嘉必优,688089
sh.688090,瑞松科技,688090
sh.688091,上海谊众,688091
sh.688092,爱科科技,688092
sh.688093,世华科技,688093
sh.688095,福昕软件,688095
sh.688096,京源环保,688096
sh.688097,博众精工,688097
sh.688098,申联生物,688098
sh.688099,晶晨股份,688099
sh.688100,威胜信息,688100
sh.688101,三达膜,688101
sh.688102,斯瑞新材,688102
sh.688103,国力电子,688103
sh.688105,诺唯赞,688105
sh.688106,金宏气体,688106
sh.688107,安路科技,688107
sh.688108,赛诺医疗,688108
sh.688109,品茗科技,688109
sh.688110,东芯股份,688110
sh.688111,金山办公,688111
sh.688112,鼎阳科技,688112
sh.688113,联测科技,688113
sh.688114,华大智造,688114
sh.688115,思林杰,688115
sh.688116,天奈科技,688116
sh.688117,圣诺生物,688117
sh.688118,普元信息,688118
sh.688119,中钢洛耐,688119
sh.688120,华海清科,688120
sh.688121,卓然股份,688121
sh.688122,西部超导,688122
sh.688123,聚辰股份,688123
sh.688125,安达智能,688125
sh.688126,沪硅产业,688126
sh.688127,蓝特光学,688127
sh.688128,中国电研,688128
sh.688129,东来技术,688129
sh.688130,晶华微,688130
sh.688131,皓元医药,688131
sh.688132,邦彦技术,688132
sh.688133,泰坦科技,688133
sh.688135,利扬芯片,688135
sh.688136,科兴制药,688136
sh.688137,近岸蛋白,688137
sh.688138,清溢光电,688138
sh.688139,海尔生物,688139
sh.688141,杰华特,688141
sh.688143,长盈通,688143
sh.688146,中船特气,688146
sh.688147,微导纳米,688147
sh.688148,芳源股份,688148
sh.688150,莱特光电,688150
sh.688151,华强科技,688151
sh.688152,麒麟信安,688152
sh.688153,唯捷创芯,688153
sh.688155,先惠技术,688155
sh.688156,路德科技,688156
sh.688157,松井股份,688157
sh.688158,优刻得,688158
sh.688159,有方科技,688159
sh.688160,步科股份,688160
sh.688161,威高骨科,688161
sh.688162,巨一科技,688162
sh.688163,赛伦生物,688163
sh.688165,埃夫特,688165
sh.688166,博瑞医药,688166
sh.688167,炬光科技,688167
sh.688168,安博通,688168
sh.688169,石头科技,688169
sh.688170,德龙激光,688170
sh.688171,纬德信息,688171
sh.688172,燕东微,688172
sh.688173,希荻微,688173
sh.688175,高凌信息,688175
sh.688176,亚虹医药,688176
sh.688177,百奥泰,688177
sh.688178,万德斯,688178
sh.688179,阿拉丁,688179
sh.688180,君实生物,688180
sh.688181,八亿时空,688181
sh.688182,灿勤科技,688182
sh.688183,生益电子,688183
sh.688184,ST帕瓦,688184
sh.688185,康希诺,688185
sh.688186,广大特材,688186
sh.688187,时代电气,688187
sh.688188,柏楚电子,688188
sh.688189,南新制药,688189
sh.688190,云路股份,688190
sh.688191,智洋创新,688191
sh.688192,迪哲医药,688192
sh.688193,仁度生物,688193
sh.688195,腾景科技,688195
sh.688196,卓越新能,688196
sh.688197,首药控股,688197
sh.688198,佰仁医疗,688198
sh.688199,久日新材,688199
sh.688200,华峰测控,688200
sh.688201,ST信安,688201
sh.688202,美迪西,688202
sh.688203,海正生材,688203
sh.688205,德科立,688205
sh.688206,概伦电子,688206
sh.688207,格灵深瞳,688207
sh.688208,道通科技,688208
sh.688209,英集芯,688209
sh.688210,统联精密,688210
sh.688211,中科微至,688211
sh.688212,澳华内镜,688212
sh.688213,思特威,688213
sh.688215,瑞晟智能,688215
sh.688216,气派科技,688216
sh.688217,睿昂基因,688217
sh.688218,江苏北人,688218
sh.688219,会通股份,688219
sh.688220,翱捷科技,688220
sh.688221,前沿生物,688221
sh.688222,成都先导,688222
sh.688223,晶科能源,688223
sh.688225,亚信安全,688225
sh.688226,威腾电气,688226
sh.688227,品高股份,688227
sh.688228,开普云,688228
sh.688229,博睿数据,688229
sh.688230,芯导科技,688230
sh.688231,隆达股份,688231
sh.688232,新点软件,688232
sh.688233,神工股份,688233
sh.688234,天岳先进,688234
sh.688235,百济神州,688235
sh.688236,春立医疗,688236
sh.688237,超卓航科,688237
sh.688238,和元生物,688238
sh.688239,航宇科技,688239
sh.688244,永信至诚,688244
sh.688246,嘉和美康,688246
sh.688247,宣泰医药,688247
sh.688248,南网科技,688248
sh.688249,晶合集成,688249
sh.688251,井松智能,688251
sh.688252,天德钰,688252
sh.688253,英诺特,688253
sh.688255,凯尔达,688255
sh.688256,寒武纪,688256
sh.688257,新锐股份,688257
sh.688258,卓易信息,688258
sh.688259,创耀科技,688259
sh.688260,昀冢科技,688260
sh.688261,东微半导,688261
sh.688262,国芯科技,688262
sh.688265,南模生物,688265
sh.688266,泽璟制药,688266
sh.688267,中触媒,688267
sh.688268,华特气体,688268
sh.688269,凯立新材,688269
sh.688270,ST臻镭,688270
sh.688271,联影医疗,688271
sh.688272,富吉瑞,688272
sh.688273,麦澜德,688273
sh.688275,万润新能,688275
sh.688276,百克生物,688276
sh.688277,天智航,688277
sh.688278,特宝生物,688278
sh.688279,峰岹科技,688279
sh.688280,精进电动,688280
sh.688281,华秦科技,688281
sh.688282,理工导航,688282
sh.688283,坤恒顺维,688283
sh.688285,高铁电气,688285
sh.688286,敏芯股份,688286
sh.688287,*ST观典,688287
sh.688288,鸿泉技术,688288
sh.688289,圣湘生物,688289
sh.688290,景业智能,688290
sh.688291,金橙子,688291
sh.688292,浩瀚深度,688292
sh.688293,奥浦迈,688293
sh.688295,中复神鹰,688295
sh.688296,和达科技,688296
sh.688297,中无人机,688297
sh.688298,东方生物,688298
sh.688299,长阳科技,688299
sh.688300,联瑞新材,688300
sh.688301,奕瑞科技,688301
sh.688302,海创药业,688302
sh.688303,大全能源,688303
sh.688305,科德数控,688305
sh.688306,均普智能,688306
sh.688307,中润光学,688307
sh.688308,欧科亿,688308
sh.688309,恒誉环保,688309
sh.688310,迈得医疗,688310
sh.688311,盟升电子,688311
sh.688312,燕麦科技,688312
sh.688313,仕佳光子,688313
sh.688314,康拓医疗,688314
sh.688315,诺禾致源,688315
sh.688316,青云科技,688316
sh.688317,之江生物,688317
sh.688318,财富趋势,688318
sh.688319,欧林生物,688319
sh.688320,禾川科技,688320
sh.688321,微芯生物,688321
sh.688322,奥比中光,688322
sh.688323,瑞华泰,688323
sh.688325,赛微微电,688325
sh.688326,经纬恒润,688326
sh.688327,云从科技,688327
sh.688328,深科达,688328
sh.688329,艾隆科技,688329
sh.688330,宏力达,688330
sh.688331,荣昌生物,688331
sh.688332,中科蓝讯,688332
sh.688333,铂力特,688333
sh.688334,西高院,688334
sh.688335,复洁科技,688335
sh.688336,三生国健,688336
sh.688337,普源精电,688337
sh.688338,赛科希德,688338
sh.688339,亿华通,688339
sh.688343,云天励飞,688343
sh.688345,博力威,688345
sh.688347,华虹公司,688347
sh.688348,昱能科技,688348
sh.688349,三一重能,688349
sh.688350,富淼科技,688350
sh.688351,微电生理,688351
sh.688352,颀中科技,688352
sh.688353,华盛锂电,688353
sh.688355,明志科技,688355
sh.688356,键凯科技,688356
sh.688357,建龙微纳,688357
sh.688358,祥生医疗,688358
sh.688359,三孚新科,688359
sh.688360,德马科技,688360
sh.688361,中科飞测,688361
sh.688362,甬矽电子,688362
sh.688363,华熙生物,688363
sh.688365,光云科技,688365
sh.688366,昊海生科,688366
sh.688367,工大高科,688367
sh.688368,晶丰明源,688368
sh.688369,致远互联,688369
sh.688370,丛麟科技,688370
sh.688371,菲沃泰,688371
sh.688372,伟测科技,688372
sh.688373,盟科药业,688373
sh.688375,国博电子,688375
sh.688376,美埃科技,688376
sh.688377,迪威尔,688377
sh.688378,奥来德,688378
sh.688379,华光新材,688379
sh.688380,中微半导,688380
sh.688381,帝奥微,688381
sh.688382,益方生物,688382
sh.688383,新益昌,688383
sh.688385,复旦微电,688385
sh.688386,泛亚微透,688386
sh.688387,信科移动,688387
sh.688388,嘉元科技,688388
sh.688389,普门科技,688389
sh.688390,固德威,688390
sh.688391,钜泉科技,688391
sh.688392,骄成超声,688392
sh.688393,安必平,688393
sh.688395,正弦电气,688395
sh.688396,华润微,688396
sh.688398,赛特新材,688398
sh.688399,硕世生物,688399
sh.688400,凌云光,688400
sh.688401,路维光电,688401
sh.688403,汇成股份,688403
sh.688408,中信博,688408
sh.688409,富创精密,688409
sh.688410,山外山,688410
sh.688411,海博思创,688411
sh.688416,恒烁股份,688416
sh.688418,震有科技,688418
sh.688419,耐科装备,688419
sh.688420,美腾科技,688420
sh.688425,铁建重工,688425
sh.688426,康为世纪,688426
sh.688428,诺诚健华,688428
sh.688429,时创能源,688429
sh.688432,有研硅,688432
sh.688433,华曙高科,688433
sh.688435,英方软件,688435
sh.688439,振华风光,688439
sh.688443,智翔金泰,688443
sh.688448,磁谷科技,688448
sh.688449,联芸科技,688449
sh.688450,光格科技,688450
sh.688455,科捷智能,688455
sh.688456,有研粉材,688456
sh.688458,美芯晟,688458
sh.688459,哈铁科技,688459
sh.688466,金科环境,688466
sh.688468,科美诊断,688468
sh.688469,芯联集成,688469
sh.688472,阿特斯,688472
sh.688475,萤石网络,688475
sh.688478,晶升股份,688478
sh.688479,友车科技,688479
sh.688480,赛恩斯,688480
sh.688484,南芯科技,688484
sh.688485,九州一轨,688485
sh.688486,龙迅股份,688486
sh.688488,艾迪药业,688488
sh.688489,三未信安,688489
sh.688496,*ST清越,688496
sh.688498,源杰科技,688498
sh.688499,利元亨,688499
sh.688500,慧辰股份,688500
sh.688501,青达环保,688501
sh.688502,茂莱光学,688502
sh.688503,聚和材料,688503
sh.688505,复旦张江,688505
sh.688506,百利天恒,688506
sh.688507,索辰科技,688507
sh.688508,芯朋微,688508
sh.688509,正元地信,688509
sh.688510,航亚科技,688510
sh.688511,天微电子,688511
sh.688512,慧智微,688512
sh.688513,苑东生物,688513
sh.688515,裕太微,688515
sh.688516,奥特维,688516
sh.688517,金冠电气,688517
sh.688518,联赢激光,688518
sh.688519,南亚新材,688519
sh.688520,神州细胞,688520
sh.688521,芯原股份,688521
sh.688522,纳睿雷达,688522
sh.688523,航天环宇,688523
sh.688525,佰维存储,688525
sh.688526,科前生物,688526
sh.688528,秦川物联,688528
sh.688529,豪森智能,688529
sh.688530,欧莱新材,688530
sh.688531,日联科技,688531
sh.688533,上声电子,688533
sh.688535,华海诚科,688535
sh.688536,思瑞浦,688536
sh.688538,和辉光电,688538
sh.688539,高华科技,688539
sh.688543,国科军工,688543
sh.688545,兴福电子,688545
sh.688548,广钢气体,688548
sh.688549,中巨芯,688549
sh.688550,瑞联新材,688550
sh.688551,科威尔,688551
sh.688552,航天南湖,688552
sh.688553,汇宇制药,688553
sh.688555,退市泽达,688555
sh.688556,高测股份,688556
sh.688557,兰剑智能,688557
sh.688558,国盛智科,688558
sh.688559,海目星,688559
sh.688560,明冠新材,688560
sh.688561,奇安信,688561
sh.688562,航天软件,688562
sh.688563,航材股份,688563
sh.688565,力源科技,688565
sh.688566,吉贝尔,688566
sh.688567,孚能科技,688567
sh.688568,中科星图,688568
sh.688569,铁科轨道,688569
sh.688570,天玛智控,688570
sh.688571,杭华股份,688571
sh.688573,信宇人,688573
sh.688575,亚辉龙,688575
sh.688576,西山科技,688576
sh.688577,浙海德曼,688577
sh.688578,艾力斯,688578
sh.688579,地纬智能,688579
sh.688580,伟思医疗,688580
sh.688581,安杰思,688581
sh.688582,芯动联科,688582
sh.688583,思看科技,688583
sh.688584,上海合晶,688584
sh.688585,上纬新材,688585
sh.688586,江航装备,688586
sh.688588,凌志软件,688588
sh.688589,力合微,688589
sh.688590,新致软件,688590
sh.688591,泰凌微,688591
sh.688592,司南导航,688592
sh.688593,新相微,688593
sh.688595,芯海科技,688595
sh.688596,正帆科技,688596
sh.688597,煜邦电力,688597
sh.688598,金博股份,688598
sh.688599,天合光能,688599
sh.688600,皖仪科技,688600
sh.688601,力芯微,688601
sh.688602,康鹏科技,688602
sh.688603,天承科技,688603
sh.688605,先锋精科,688605
sh.688606,奥泰生物,688606
sh.688607,康众医疗,688607
sh.688608,恒玄科技,688608
sh.688609,九联科技,688609
sh.688610,埃科光电,688610
sh.688611,杭州柯林,688611
sh.688612,威迈斯,688612
sh.688613,奥精医疗,688613
sh.688615,合合信息,688615
sh.688616,西力科技,688616
sh.688617,惠泰医疗,688617
sh.688618,三旺通信,688618
sh.688619,罗普特,688619
sh.688620,安凯微,688620
sh.688621,阳光诺和,688621
sh.688622,*ST禾信,688622
sh.688623,双元科技,688623
sh.688625,呈和科技,688625
sh.688626,翔宇医疗,688626
sh.688627,精智达,688627
sh.688628,优利德,688628
sh.688629,华丰科技,688629
sh.688630,芯碁微装,688630
sh.688631,莱斯信息,688631
sh.688633,星球石墨,688633
sh.688636,智明达,688636
sh.688638,誉辰智能,688638
sh.688639,华恒生物,688639
sh.688646,ST逸飞,688646
sh.688648,中邮科技,688648
sh.688651,盛邦安全,688651
sh.688652,京仪装备,688652
sh.688653,康希通信,688653
sh.688655,迅捷兴,688655
sh.688656,浩欧博,688656
sh.688657,浩辰软件,688657
sh.688658,悦康药业,688658
sh.688659,元琛科技,688659
sh.688660,电气风电,688660
sh.688661,和林微纳,688661
sh.688662,富信科技,688662
sh.688663,新风光,688663
sh.688665,四方光电,688665
sh.688667,菱电电控,688667
sh.688668,鼎通科技,688668
sh.688669,聚石化学,688669
sh.688670,金迪克,688670
sh.688671,碧兴物联,688671
sh.688676,金盘科技,688676
sh.688677,海泰新光,688677
sh.688678,福立旺,688678
sh.688679,通源环境,688679
sh.688680,海优新材,688680
sh.688681,科汇股份,688681
sh.688682,霍莱沃,688682
sh.688683,莱尔科技,688683
sh.688685,迈信林,688685
sh.688686,奥普特,688686
sh.688687,凯因科技,688687
sh.688689,银河微电,688689
sh.688690,纳微科技,688690
sh.688691,灿芯股份,688691
sh.688692,达梦数据,688692
sh.688693,锴威特,688693
sh.688695,中创股份,688695
sh.688696,极米科技,688696
sh.688697,纽威数控,688697
sh.688698,伟创电气,688698
sh.688699,明微电子,688699
sh.688700,东威科技,688700
sh.688701,卓锦股份,688701
sh.688702,盛科通信,688702
sh.688707,振华新材,688707
sh.688708,佳驰科技,688708
sh.688709,成都华微,688709
sh.688710,益诺思,688710
sh.688711,宏微科技,688711
sh.688712,北芯生命,688712
sh.688716,中研股份,688716
sh.688717,艾罗能源,688717
sh.688718,唯赛勃,688718
sh.688719,爱科赛博,688719
sh.688720,艾森股份,688720
sh.688721,龙图光罩,688721
sh.688722,同益中,688722
sh.688726,拉普拉斯,688726
sh.688727,恒坤新材,688727
sh.688728,格科微,688728
sh.688729,屹唐股份,688729
sh.688733,壹石通,688733
sh.688737,中自科技,688737
sh.688739,成大生物,688739
sh.688750,金天钛业,688750
sh.688755,汉邦科技,688755
sh.688757,胜科纳米,688757
sh.688758,赛分科技,688758
sh.688759,必贝特,688759
sh.688765,禾元生物,688765
sh.688766,普冉股份,688766
sh.688767,博拓生物,688767
sh.688768,容知日新,688768
sh.688772,珠海冠宇,688772
sh.688775,影石创新,688775
sh.688776,国光电气,688776
sh.688777,中控技术,688777
sh.688778,厦钨新能,688778
sh.688779,五矿新能,688779
sh.688781,视涯科技,688781
sh.688783,西安奕材,688783
sh.688785,恒运昌,688785
sh.688786,悦安新材,688786
sh.688787,海天瑞声,688787
sh.688788,科思科技,688788
sh.688789,宏华数科,688789
sh.688790,昂瑞微,688790
sh.688793,倍轻松,688793
sh.688795,摩尔线程,688795
sh.688796,百奥赛图,688796
sh.688798,艾为电子,688798
sh.688799,华纳药厂,688799
sh.688800,瑞可达,688800
sh.688802,沐曦股份,688802
sh.688805,健信超导,688805
sh.688807,优迅股份,688807
sh.688808,联讯仪器,688808
sh.688809,强一股份,688809
sh.688811,有研复材,688811
sh.688813,泰金新能,688813
sh.688816,易思维,688816
sh.688818,电科蓝天,688818
sh.688819,天能股份,688819
sh.688820,盛合晶微,688820
sh.688981,中芯国际,688981
sh.689009,九号公司,689009
sz.000001,平安银行,000001
sz.000002,万科A,000002
sz.000003,PT金田A,000003
sz.000004,*ST国华,000004
sz.000005,ST星源,000005
sz.000006,深振业A,000006
sz.000007,全新好,000007
sz.000008,神州高铁,000008
sz.000009,中国宝安,000009
sz.000010,*ST美丽,000010
sz.000011,深物业A,000011
sz.000012,南玻A,000012
sz.000013,*ST石化A,000013
sz.000014,沙河股份,000014
sz.000015,PT中浩A,000015
sz.000016,*ST康佳A,000016
sz.000017,深中华A,000017
sz.000018,神城A退,000018
sz.000019,深粮控股,000019
sz.000020,深华发A,000020
sz.000021,深科技,000021
sz.000022,深赤湾A,000022
sz.000023,*ST深天,000023
sz.000024,招商地产,000024
sz.000025,特力A,000025
sz.000026,飞亚达,000026
sz.000027,深圳能源,000027
sz.000028,国药一致,000028
sz.000029,深深房A,000029
sz.000030,富奥股份,000030
sz.000031,大悦城,000031
sz.000032,深桑达A,000032
sz.000033,新都退,000033
sz.000034,神州数码,000034
sz.000035,中国天楹,000035
sz.000036,华联控股,000036
sz.000037,深南电A,000037
sz.000038,大通退,000038
sz.000039,中集集团,000039
sz.000040,*ST旭蓝,000040
sz.000042,中洲控股,000042
sz.000043,中航善达,000043
sz.000045,深纺织A,000045
sz.000046,*ST泛海,000046
sz.000047,ST中侨,000047
sz.000048,京基智农,000048
sz.000049,德赛电池,000049
sz.000050,深天马A,000050
sz.000055,方大集团,000055
sz.000056,*ST皇庭,000056
sz.000058,深赛格,000058
sz.000059,华锦股份,000059
sz.000060,中金岭南,000060
sz.000061,农产品,000061
sz.000062,深圳华强,000062
sz.000063,中兴通讯,000063
sz.000065,北方国际,000065
sz.000066,中国长城,000066
sz.000068,华控赛格,000068
sz.000069,华侨城A,000069
sz.000070,特发信息,000070
sz.000078,ST海王,000078
sz.000088,盐田港,000088
sz.000089,深圳机场,000089
sz.000090,天健集团,000090
sz.000096,广聚能源,000096
sz.000099,中信海直,000099
sz.000100,TCL科技,000100
sz.000150,*ST宜康,000150
sz.000151,中成股份,000151
sz.000153,丰原药业,000153
sz.000155,川能动力,000155
sz.000156,华数传媒,000156
sz.000157,中联重科,000157
sz.000158,常山北明,000158
sz.000159,国际实业,000159
sz.000166,申万宏源,000166
sz.000301,东方盛虹,000301
sz.000333,美的集团,000333
sz.000338,潍柴动力,000338
sz.000400,许继电气,000400
sz.000401,金隅冀东,000401
sz.000402,金融街,000402
sz.000403,派林生物,000403
sz.000404,长虹华意,000404
sz.000405,ST鑫光,000405
sz.000406,石油大明,000406
sz.000407,胜利股份,000407
sz.000408,藏格矿业,000408
sz.000409,云鼎科技,000409
sz.000410,沈阳机床,000410
sz.000411,英特集团,000411
sz.000412,ST五环,000412
sz.000413,ST旭电,000413
sz.000415,渤海租赁,000415
sz.000416,*ST民控,000416
sz.000417,合百集团,000417
sz.000418,小天鹅A,000418
sz.000419,通程控股,000419
sz.000420,吉林化纤,000420
sz.000421,南京公用,000421
sz.000422,湖北宜化,000422
sz.000423,东阿阿胶,000423
sz.000425,徐工机械,000425
sz.000426,兴业银锡,000426
sz.000428,华天酒店,000428
sz.000429,粤高速A,000429
sz.000430,ST张家界,000430
sz.000488,ST晨鸣,000488
sz.000498,山东路桥,000498
sz.000501,武商集团,000501
sz.000502,绿景退,000502
sz.000503,国新健康,000503
sz.000504,*ST生物,000504
sz.000505,京粮控股,000505
sz.000506,招金黄金,000506
sz.000507,珠海港,000507
sz.000508,琼民源A,000508
sz.000509,华塑控股,000509
sz.000510,新金路,000510
sz.000511,烯碳退,000511
sz.000513,丽珠集团,000513
sz.000514,渝开发,000514
sz.000515,攀渝钛业,000515
sz.000516,国际医学,000516
sz.000517,荣安地产,000517
sz.000518,*ST四环,000518
sz.000519,中兵红箭,000519
sz.000520,凤凰航运,000520
sz.000521,长虹美菱,000521
sz.000522,白云山A,000522
sz.000523,红棉股份,000523
sz.000524,岭南控股,000524
sz.000525,红太阳,000525
sz.000526,学大教育,000526
sz.000527,美的电器,000527
sz.000528,柳工,000528
sz.000529,广弘控股,000529
sz.000530,冰山冷热,000530
sz.000531,穗恒运A,000531
sz.000532,华金资本,000532
sz.000533,顺钠股份,000533
sz.000534,万泽股份,000534
sz.000535,*ST猴王,000535
sz.000536,华映科技,000536
sz.000537,绿发电力,000537
sz.000538,云南白药,000538
sz.000539,粤电力A,000539
sz.000540,*ST中天,000540
sz.000541,佛山照明,000541
sz.000542,TCL通讯,000542
sz.000543,皖能电力,000543
sz.000544,中原环保,000544
sz.000545,金浦钛业,000545
sz.000546,金圆股份,000546
sz.000547,航天发展,000547
sz.000548,湖南投资,000548
sz.000549,S湘火炬,000549
sz.000550,江铃汽车,000550
sz.000551,创元科技,000551
sz.000552,甘肃能化,000552
sz.000553,安道麦A,000553
sz.000554,泰山石油,000554
sz.000555,神州信息,000555
sz.000556,PT南洋,000556
sz.000557,西部创业,000557
sz.000558,天府文旅,000558
sz.000559,万向钱潮,000559
sz.000560,我爱我家,000560
sz.000561,烽火电子,000561
sz.000562,宏源证券,000562
sz.000563,陕国投A,000563
sz.000564,供销大集,000564
sz.000565,渝三峡A,000565
sz.000566,海南海药,000566
sz.000567,海德股份,000567
sz.000568,泸州老窖,000568
sz.000569,长城股份,000569
sz.000570,苏常柴A,000570
sz.000571,新大洲A,000571
sz.000572,海马汽车,000572
sz.000573,粤宏远A,000573
sz.000576,甘化科工,000576
sz.000578,盐湖集团,000578
sz.000581,威孚高科,000581
sz.000582,北部湾港,000582
sz.000583,S*ST托普,000583
sz.000584,工智退,000584
sz.000585,东电退,000585
sz.000586,汇源通信,000586
sz.000587,*ST金洲,000587
sz.000588,PT粤金曼,000588
sz.000589,贵州轮胎,000589
sz.000590,古汉医药,000590
sz.000591,太阳能,000591
sz.000592,平潭发展,000592
sz.000593,德龙汇能,000593
sz.000594,国恒退,000594
sz.000595,*ST宝实,000595
sz.000596,古井贡酒,000596
sz.000597,东北制药,000597
sz.000598,兴蓉环境,000598
sz.000599,青岛双星,000599
sz.000600,建投能源,000600
sz.000601,韶能股份,000601
sz.000602,金马集团,000602
sz.000603,盛达资源,000603
sz.000605,渤海股份,000605
sz.000606,顺利退,000606
sz.000607,华媒控股,000607
sz.000608,*ST阳光,000608
sz.000609,*ST中迪,000609
sz.000610,*ST西旅,000610
sz.000611,天首退,000611
sz.000612,焦作万方,000612
sz.000613,东海A退,000613
sz.000615,*ST美谷,000615
sz.000616,*ST海投,000616
sz.000617,中油资本,000617
sz.000618,吉林化工,000618
sz.000619,海螺新材,000619
sz.000620,盈新发展,000620
sz.000621,*ST比特,000621
sz.000622,恒立退,000622
sz.000623,吉林敖东,000623
sz.000625,长安汽车,000625
sz.000626,远大控股,000626
sz.000627,*ST天茂,000627
sz.000628,高新发展,000628
sz.000629,钒钛股份,000629
sz.000630,铜陵有色,000630
sz.000631,顺发恒能,000631
sz.000632,ST三木,000632
sz.000633,合金投资,000633
sz.000635,英力特,000635
sz.000636,风华高科,000636
sz.000637,茂化实华,000637
sz.000638,*ST万方,000638
sz.000639,ST西王,000639
sz.000650,仁和药业,000650
sz.000651,格力电器,000651
sz.000652,泰达股份,000652
sz.000653,ST九州,000653
sz.000655,金岭矿业,000655
sz.000656,*ST金科,000656
sz.000657,中钨高新,000657
sz.000658,ST海洋,000658
sz.000659,珠海中富,000659
sz.000660,*ST南华,000660
sz.000661,长春高新,000661
sz.000662,天夏退,000662
sz.000663,永安林业,000663
sz.000665,湖北广电,000665
sz.000666,经纬纺机,000666
sz.000667,ST美置,000667
sz.000668,*ST荣控,000668
sz.000669,ST金鸿,000669
sz.000670,盈方微,000670
sz.000671,ST阳光城,000671
sz.000672,上峰水泥,000672
sz.000673,当代退,000673
sz.000675,ST银山,000675
sz.000676,智度股份,000676
sz.000677,ST海龙,000677
sz.000678,襄阳轴承,000678
sz.000679,大连友谊,000679
sz.000680,山推股份,000680
sz.000681,视觉中国,000681
sz.000682,东方电子,000682
sz.000683,博源化工,000683
sz.000685,中山公用,000685
sz.000686,东北证券,000686
sz.000687,华讯退,000687
sz.000688,国城矿业,000688
sz.000689,ST宏业,000689
sz.000690,宝新能源,000690
sz.000691,*ST亚太,000691
sz.000692,惠天热电,000692
sz.000693,华泽退,000693
sz.000695,滨海能源,000695
sz.000697,炼石航空,000697
sz.000698,ST沈化,000698
sz.000699,S*ST佳纸,000699
sz.000700,模塑科技,000700
sz.000701,厦门信达,000701
sz.000702,正虹科技,000702
sz.000703,恒逸石化,000703
sz.000705,浙江震元,000705
sz.000707,双环科技,000707
sz.000708,中信特钢,000708
sz.000709,河钢股份,000709
sz.000710,贝瑞基因,000710
sz.000711,ST京蓝,000711
sz.000712,锦龙股份,000712
sz.000713,国投丰乐,000713
sz.000715,中兴商业,000715
sz.000716,黑芝麻,000716
sz.000717,中南股份,000717
sz.000718,苏宁环球,000718
sz.000719,中原传媒,000719
sz.000720,新能泰山,000720
sz.000721,西安饮食,000721
sz.000722,湖南发展,000722
sz.000723,美锦能源,000723
sz.000725,京东方A,000725
sz.000726,鲁泰A,000726
sz.000727,冠捷科技,000727
sz.000728,国元证券,000728
sz.000729,燕京啤酒,000729
sz.000730,*ST环保,000730
sz.000731,四川美丰,000731
sz.000732,ST泰禾,000732
sz.000733,振华科技,000733
sz.000735,罗牛山,000735
sz.000736,*ST中地,000736
sz.000737,北方铜业,000737
sz.000738,航发控制,000738
sz.000739,普洛药业,000739
sz.000748,长城信息,000748
sz.000750,国海证券,000750
sz.000751,锌业股份,000751
sz.000752,*ST西发,000752
sz.000753,漳州发展,000753
sz.000755,山西高速,000755
sz.000756,新华制药,000756
sz.000757,浩物股份,000757
sz.000758,中色股份,000758
sz.000759,中百集团,000759
sz.000760,斯太退,000760
sz.000761,本钢板材,000761
sz.000762,西藏矿业,000762
sz.000763,锦州石化,000763
sz.000765,*ST华信,000765
sz.000766,通化金马,000766
sz.000767,晋控电力,000767
sz.000768,中航西飞,000768
sz.000769,*ST大菲,000769
sz.000776,广发证券,000776
sz.000777,中核科技,000777
sz.000778,新兴铸管,000778
sz.000779,甘咨询,000779
sz.000780,ST平能,000780
sz.000782,恒申新材,000782
sz.000783,长江证券,000783
sz.000785,居然智家,000785
sz.000786,北新建材,000786
sz.000787,*ST创智,000787
sz.000788,北大医药,000788
sz.000789,万年青,000789
sz.000790,华神科技,000790
sz.000791,甘肃能源,000791
sz.000792,盐湖股份,000792
sz.000793,*ST华闻,000793
sz.000795,英洛华,000795
sz.000796,凯撒旅业,000796
sz.000797,中国武夷,000797
sz.000798,中水渔业,000798
sz.000799,酒鬼酒,000799
sz.000800,一汽解放,000800
sz.000801,四川九洲,000801
sz.000802,北京文化,000802
sz.000803,山高环能,000803
