date,portfolio_value,positions,cash,invested_pct,equity,daily_pnl,daily_return_pct,peak,drawdown_pct
2026-03-16,216.78,1,178.74,17.5,216.78,5.280000000000001,2.4964539007092204,271.49,-20.151755129102362
2026-03-17,216.78,0,216.78,0.0,216.78,0.0,0.0,271.49,-20.151755129102362
2026-03-18,213.7,1,173.43,18.8,213.7,-3.0800000000000125,-1.4207952763170093,271.49,-21.286235220450113
2026-03-19,209.72,3,85.02,59.5,209.72,-3.9799999999999898,-1.8624239588207718,271.49,-22.75221923459428
2026-03-20,194.39,2,114.41,41.1,194.39,-15.330000000000013,-7.309746328437923,271.49,-28.3988360528933
2026-03-23,190.91,2,113.22,40.7,190.91,-3.4799999999999898,-1.7902155460671796,271.49,-29.68065122103945
2026-03-24,195.7,2,116.9,40.3,195.7,4.789999999999992,2.509035671258704,271.49,-27.91631367637851
2026-03-25,195.72,0,195.72,0.0,195.72,0.020000000000010232,0.010219724067455409,271.49,-27.908946922538586
2026-03-26,197.44,2,117.43,40.5,197.44,1.7199999999999989,0.8788064582055992,271.49,-27.275406092305428
2026-03-27,197.52,1,157.17,20.4,197.52,0.0800000000000125,0.04051863857375026,271.49,-27.245939076945742
2026-03-30,201.66,1,162.05,19.6,201.66,4.139999999999986,2.0959902794653638,271.49,-25.721021032082213
2026-03-31,201.45,0,201.45,0.0,201.45,-0.21000000000000796,-0.10413567390657938,271.49,-25.79837194740138
2026-04-01,199.1,1,161.16,19.1,199.1,-2.3499999999999943,-1.1665425663936433,271.49,-26.663965523592033
2026-04-02,200.01,0,200.01,0.0,200.01,0.9099999999999966,0.45705675539929513,271.49,-26.328778223875656
2026-04-03,198.82,1,160.01,19.5,198.82,-1.1899999999999977,-0.5949702514874246,271.49,-26.767100077350918
2026-04-07,197.78,2,118.66,40.0,197.78,-1.039999999999992,-0.5230862086309185,271.49,-27.15017127702678
2026-04-08,202.3,0,202.3,0.0,202.3,4.52000000000001,2.285367580139554,271.49,-25.485284909204758
2026-04-09,201.28,2,121.38,39.7,201.28,-1.0200000000000102,-0.504201680672274,271.49,-25.860989355040704
2026-04-10,204.79,0,204.79,0.0,204.79,3.509999999999991,1.7438394276629525,271.49,-24.568124056134668
2026-04-13,210.35,2,122.88,41.6,210.35,5.560000000000002,2.7149763172029897,271.49,-22.520166488636786
2026-04-14,227.09,1,183.95,19.0,227.09,16.74000000000001,7.958164963156649,271.49,-16.354193524623376
2026-04-15,228.11,0,228.11,0.0,228.11,1.0200000000000102,0.4491611255449426,271.49,-15.978489078787431
2026-04-16,228.52,1,182.49,20.1,228.52,0.4099999999999966,0.17973784577615912,271.49,-15.827470625069061
2026-04-17,224.47,1,179.94,19.8,224.47,-4.050000000000011,-1.772273761596364,271.49,-17.319238277652953
2026-04-20,223.29,0,223.29,0.0,223.29,-1.1800000000000068,-0.5256827192943408,271.49,-17.753876754208264
2026-04-22,225.72,2,133.98,40.6,225.72,2.430000000000007,1.0882708585247916,271.49,-16.858816162657927
2026-04-23,222.85,0,222.85,0.0,222.85,-2.8700000000000045,-1.2714867978025892,271.49,-17.915945338686512
2026-04-29,223.9,1,178.28,20.4,223.9,1.0500000000000114,0.4711689477226885,271.49,-17.529190762090685
2026-04-30,226.85,1,181.07,20.2,226.85,2.9499999999999886,1.317552478785167,271.49,-16.442594570702425
2026-05-06,232.18,0,232.18,0.0,232.18,5.3300000000000125,2.3495702005730714,271.49,-14.479354672363623
2026-05-07,233.27,1,185.74,20.4,233.27,1.0900000000000034,0.46946334740287854,271.49,-14.077866588087959
2026-05-08,230.17,1,183.96,20.1,230.17,-3.1000000000000227,-1.3289321387233775,271.49,-15.219713433275633
2026-05-11,225.03,1,182.47,18.9,225.03,-5.139999999999986,-2.2331320328452824,271.49,-17.11296917013518
2026-05-12,222.9,2,132.55,40.5,222.9,-2.1299999999999955,-0.9465404612718284,271.49,-17.897528454086707
2026-05-13,231.64,1,184.71,20.3,231.64,8.73999999999998,3.92104082548227,271.49,-14.678257026041482
2026-05-14,226.63,1,184.05,18.8,226.63,-5.009999999999991,-2.162838887929542,271.49,-16.52362886294155
2026-05-15,227.4,0,227.4,0.0,227.4,0.7700000000000102,0.33976084366589165,271.49,-16.240008840104608
